SAMPLE ID,,IGSN,SOURCE,DOI,TITLE,JOURNAL,MIN AGE,AGE,MAX AGE,MATERIAL,TYPE,COMPOSITION,ROCK NAME,LATITUDE,LONGITUDE,LOCPREC,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FeOT,MGO,CAO,NA2O,K2O,K_wt_percent,P2O5,MNO,LOI,H2O_PLUS,H2O_MINUS,H2O,Total,Mg_number,CR2O3,CR,LA,NIO,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,LI,BE,B,C,CO2,F,CL,SC,TI,V,CO,NI,ZN,CU,ZR,GA,BA,W,AU,HG,TA,SB,SE,SN,S,U,RE,I,P,Y,MO,PD,TE,PT,HF,IR,PB,IN,AG,TH,TL,AS,RB,CS,SR,BI,NB,OS,CD,N,RU,BR,GE
2-3/A92,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,49.30,1.50,18.20,10.50,,9.45,5.40,9.30,4.20,0.50,0.42,0.50,0.20,,,,,98.55,50.47,,36.00,16.00,,15.00,,,,,,,,,,,,,,,,,,,,25.00,,272.00,,31.00,98.00,39.00,24.00,23.00,258.00,,,,,,,,,,,,,17.00,,,,,,,7.00,,,,,,4.00,,1298.00,,,,,,,,
VL1-LC1,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,51.00,1.40,17.30,10.70,,9.63,5.60,7.70,4.10,1.00,0.83,0.60,0.20,,,,,98.53,50.91,,66.00,33.00,,54.00,,,,,,,,,,,,,,,,,,,,15.00,,199.00,,47.00,114.00,137.00,50.00,23.00,579.00,,,,,,,,,1.00,,,,20.00,,,,,,,11.00,,,,,,9.00,,1198.00,,,,,,,,
6d,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,43.10,0.80,17.60,15.70,,14.13,9.30,11.50,1.50,0.10,0.08,0.10,0.30,,,,,98.43,54.00,,86.00,,,,,,,,,,,,,,,,,,,,,,,36.00,,333.00,,59.00,101.00,12.00,38.00,16.00,30.00,,,,,,,,,2.00,,,,34.00,,,,,,,4.00,,,,,,2.00,,117.00,,,,,,,,
EN131-2,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,43.70,2.50,14.70,12.10,,10.89,10.70,12.50,2.20,0.50,0.42,0.60,0.10,,,,,98.39,63.66,,324.00,27.00,,53.00,,,,,,,,,,,,,,,,,,,,42.00,,379.00,,128.00,95.00,143.00,67.00,23.00,201.00,,,,,,,,,,,,,24.00,,,,,,,4.00,,,,,,4.00,,1117.00,,6.00,,,,,,
832,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,47.05,1.39,9.86,9.59,,8.63,15.41,13.93,1.62,0.31,0.26,,0.12,,,,,98.32,76.10,,1059.00,,,,,,,,,,,,,,,,,,,,,,,,,411.00,,405.00,56.00,279.00,26.00,14.90,37.00,,,,,,,,,0.50,,,,11.00,,,,,,,1.70,,,1.00,,,0.80,,217.00,,2.30,,,,,,
5c,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,47.50,2.10,10.50,16.60,,14.94,11.50,9.10,1.50,0.30,0.25,0.60,0.20,,,,,98.24,57.85,,325.00,22.60,,52.40,,,,,,,,,,,,,,,,,,,,41.00,,412.00,,125.00,188.00,8.10,163.00,18.70,254.00,,,,,,,,,,,,,22.30,,,,,,,13.90,,,2.00,,,5.60,,634.00,,4.00,,,,,,
VL5-LC3,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,51.26,1.15,18.00,8.82,,7.94,5.46,8.76,4.82,0.35,0.29,0.36,0.12,,,,,98.22,55.09,,84.00,18.00,,36.00,,,,,,,,,,,,,,,,,,,,,,220.00,,45.00,77.00,33.00,31.00,20.40,105.00,,,,,,,,,,,,,8.00,,,,,,,7.00,,,,,,3.30,,1289.00,,1.90,,,,,,
EN131-5,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,41.80,1.80,14.80,16.40,,14.76,10.20,12.10,1.50,0.10,0.08,0.80,0.30,,,,,98.16,55.20,,124.00,,,26.00,,,,,,,,,,,,,,,,,,,,36.00,,415.00,,87.00,114.00,188.00,37.00,17.00,46.00,,,,,,,,,,,,,29.00,,,,,,,11.00,,,,,,1.00,,252.00,,,,,,,,
B32,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,48.08,1.59,16.93,11.70,,10.53,7.15,9.30,3.28,0.49,0.41,0.65,0.15,,,,,98.15,54.77,,163.00,13.00,,37.00,,,,,,,,,,,,,,,,,,,,,,279.00,,79.00,115.00,89.00,41.00,22.40,277.00,,,,,,,,,1.20,,,,15.00,,,,,,,4.00,,,0.50,,,2.00,,1169.00,,4.30,,,,,,
16-11K,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,43.90,2.00,13.30,12.60,,11.34,12.50,11.70,2.60,0.70,0.58,0.00,0.10,,,,,98.14,66.28,,265.00,,,,,,,,,,,,,,,,,,,,,,,44.00,,518.00,,157.00,106.00,17.00,32.00,19.00,122.00,,,,,,,,,,,,,11.00,,,,,,,3.00,,,,,,4.00,,232.00,,,,,,,,
NVF-2,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,43.10,1.90,15.60,15.10,,13.59,9.40,10.70,2.60,0.40,0.33,0.60,0.20,,,,,98.09,55.23,,165.00,22.00,,69.00,,,,,,,,,,,,,,,,,,,,30.00,,375.00,,95.00,162.00,275.00,68.00,21.00,18.00,,,,,,,,,,,,,25.00,,,,,,,4.00,,,2.00,,,3.00,,466.00,,,,,,,,
831,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,48.13,1.37,18.88,10.23,,9.20,5.53,9.20,4.32,0.75,0.62,0.47,0.15,,,,,98.00,51.72,,40.00,20.00,,45.00,,,,,,,,,,,,,,,,,,,,,,221.00,,25.00,104.00,50.00,50.00,23.00,314.00,,,,,,,,,,,,,15.00,,,,,,,8.00,,,1.00,,,7.00,,1132.00,,4.00,,,,,,
EN131-16,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,39.40,3.10,17.40,16.40,,14.76,7.70,12.40,1.50,0.40,0.33,0.90,0.30,,,,,97.86,48.19,,91.00,64.00,,116.00,,,,,,,,,,,,,,,,,,,,37.00,,363.00,,54.00,157.00,118.00,99.00,20.00,92.00,,,,,,,,,2.00,,,,48.00,,,,,,,6.00,,,5.00,,,4.00,,653.00,,15.00,,,,,,
830,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,49.21,1.48,18.45,9.48,,8.53,5.47,8.76,4.43,0.92,0.76,0.46,0.13,,,,,97.84,53.34,,58.00,21.00,,44.00,,,,,,,,,,,,,,,,,,,,,,239.00,,44.00,99.00,61.00,67.00,21.00,290.00,,,,,,,,,,,,,11.00,,,,,,,7.00,,,,,,10.00,,1344.00,,6.00,,,,,,
17B1,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,46.67,1.61,18.82,10.57,,9.51,5.76,10.06,3.83,0.65,0.54,0.70,0.14,,,,,97.75,51.92,,57.00,19.00,,45.00,,,,,,,,,,,,,,,,,,,,,,277.00,,40.00,116.00,97.00,37.00,25.20,269.00,,,,,,,,,,,,,13.00,,,,,,,8.00,,,1.50,,,3.70,,1813.00,,4.20,,,,,,
17BA,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,52.14,0.98,17.41,8.26,,7.43,6.42,7.93,4.10,1.04,0.86,0.13,0.11,,,,,97.69,60.63,,230.00,7.00,,15.00,,,,,,,,,,,,,,,,,,,,,,193.00,,112.00,84.00,23.00,47.00,20.80,427.00,,,,,,,,,,,,,11.00,,,,,,,6.40,,,0.70,,,8.00,,1224.00,,1.80,,,,,,
BAL1035,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,43.20,2.86,9.31,19.61,,17.65,11.91,9.90,1.30,0.22,0.18,1.01,0.30,,,,,97.66,54.62,,205.00,28.00,,75.00,,,,,,,,,,,,,,,,,,,,,,486.00,,117.00,216.00,235.00,124.00,18.60,109.00,,,,,,,,,0.90,,,,35.00,,,,,,,2.50,,,1.00,,,3.00,,361.00,,8.30,,,,,,
BAL802,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,45.96,1.61,17.00,14.39,,12.95,5.09,7.77,3.56,2.41,2.00,0.97,0.27,,,,,97.59,41.21,,,60.00,,117.00,,,,,,,,,,,,,,,,,,,,31.00,,261.00,,11.00,156.00,,84.00,26.00,630.00,,,,,,,,,1.00,,,,54.00,,,,,,,9.00,,,,,,63.00,,778.00,,36.00,,,,,,
BAL1046,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,40.89,1.69,19.10,13.08,,11.77,7.83,12.92,2.10,0.58,0.48,0.53,0.17,,,,,97.58,54.26,,61.00,25.00,,54.00,,,,,,,,,,,,,,,,,,,,,,373.00,,41.00,119.00,5.20,28.00,26.50,81.00,,,,,,,,,,,,,20.00,,,,,,,3.10,,,1.60,,,1.50,,1080.00,,3.90,,,,,,
BAL1120,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,42.43,1.15,17.44,12.41,,11.17,9.19,12.12,2.62,0.95,0.79,0.24,0.16,,,,,97.47,59.47,,295.00,22.00,,47.00,,,,,,,,,,,,,,,,,,,,,,327.00,,91.00,125.00,2.60,61.00,26.80,83.00,,,,,,,,,0.60,,,,24.00,,,,,,,2.20,,,2.30,,,4.30,,771.00,,2.10,,,,,,
BAL1038,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,41.02,1.47,19.31,12.95,,11.65,8.19,12.33,2.37,0.50,0.42,0.45,0.17,,,,,97.46,55.62,,89.00,27.00,,54.00,,,,,,,,,,,,,,,,,,,,,,358.00,,49.00,127.00,0.60,23.00,26.10,56.00,,,,,,,,,,,,,20.00,,,,,,,2.10,,,1.60,,,0.90,,1120.00,,2.30,,,,,,
3b4,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,42.70,2.10,18.40,12.50,,11.25,6.60,12.20,2.80,0.50,0.42,0.70,0.20,,,,,97.45,51.13,,29.00,19.00,,44.00,,,,,,,,,,,,,,,,,,,,,,343.00,,26.00,110.00,67.00,30.00,23.50,114.00,,,,,,,,,0.60,,,,20.00,,,,,,,5.30,,,0.80,,,2.90,,1494.00,,3.70,,,,,,
8340,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,39.78,2.06,16.83,14.87,,13.38,8.32,12.41,2.15,0.76,0.63,0.82,0.19,,,,,96.70,52.58,,83.00,36.00,,80.00,,,,,,,,,,,,,,,,,,,,,,370.00,,47.00,172.00,204.00,40.00,26.60,65.00,,,,,,,,,1.90,,,,26.00,,,,,,,3.20,,,1.90,,,2.10,,600.00,,7.90,,,,,,
NVF-1,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,46.70,0.20,2.90,10.50,,9.45,28.50,8.50,0.20,0.00,0.00,0.00,0.20,,,,,96.65,84.32,,4516.00,,,,,,,,,,,,,,,,,,,,,,,25.00,,133.00,,1120.00,59.00,15.00,14.00,4.00,10.00,,,,,,,,,1.00,,,,2.00,,,,,,,4.00,,,,,,2.00,,35.00,,,,,,,,
GYT28S,,,,,"Granulite facies thermal aureoles and metastable amphibolite facies assemblages adjacent to the Western Fiordland Orthogneiss in southwest Fiordland, New Zealand",J. METAMORPHIC. GEOL.,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-45.00,167.00,,46.10,0.20,2.70,10.60,,9.54,29.30,8.00,0.10,0.00,0.00,0.00,0.10,,,,,96.04,84.56,,4214.00,1.90,,,,,,,,,,,,,,,,,,,,,,22.90,,114.00,,707.00,59.50,4.90,10.20,3.90,,,,,,,,,,,,,,8.90,,,,,,,13.90,,,2.30,,,2.60,,61.60,,,,,,,,
