Supplementary Table 1. Compositions of samples from Archean granulite-facies terrains.,class,continent,ref,SiO2,TiO2,Al2O3,Fe2O3,FeO,TOTAL FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho ,Er,Yb,Lu,Hf,Ta,Pb,Th,U,Sn,tot.,norm,SiO2,TiO2,Al2O3,Fe2O3,FeO,FeO Total,MnO,MgO,CaO,Na2O,K2O,P2O5,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho ,Er,Yb,Lu,Hf,Ta,Pb,Th no XRF,U no XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-396,,Antarctica,"Sheraton, J. W. and K. D. Collerson (1984). ""GEOCHEMICAL EVOLUTION OF ARCHEAN GRANULITE-FACIES GNEISSES IN THE VESTFOLD BLOCK AND COMPARISONS WITH OTHER ARCHEAN GNEISS COMPLEXES IN THE EAST ANTARCTIC SHIELD."" Contributions to Mineralogy and Petrology 87(1): 51-64.",47.40,0.86,17.72,1.71,8.37,9.91,0.20,6.90,12.65,2.20,0.27,0.09,,,260,480,,146,28,73,16,2.0,172,21.00,42.00,1.00,,50,2,7,,,,,,,,,,,,,,2,,,,98.2,,48.3,0.9,18.0,1.7,8.5,10.1,0.2,7.0,12.9,2.2,0.3,0.1,,,264.8,488.8,,148.7,28.5,74.3,16.3,2.0,175.2,21.4,42.8,1.0,,50.9,2.0,7.1,,,,,,,,,,,,,,2.0,,,,,,55.4,,0.401014921,0.515767075,0.087576346,0.288083806,0.347289109,-0.2,,,3.876799865,-0.132645253,2.892871582,0.554671007,2.142831521,2.311586557,-1.591260276,1.949699048,2.555834852,0.806634997,-1.291155683,-2.389767972,,,5.578859268,6.191963741,,5.001784258,3.350382147,4.308637078,2.790766359,0.711324817,5.165672114,3.062700074,3.755847255,0.018177637,,3.930200642,0.711324817,1.964087786,,,,,,,,,,,,,,0.711324817,,
3,metased,ASIA,"Janardhan et al. 1978 S India, gneiss",47.46,0.37,12.5,3.85,24.88,28.34,0.57,6.7,1.78,1.15,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,,47.7,0.4,12.6,3.9,25.0,28.5,0.6,6.7,1.8,1.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,,0.688181425,0.178156029,0.134967896,0.479058608,0.595982597,0.4,,,3.865963373,-0.988176151,2.531804767,1.354149271,3.22014039,3.350499604,-0.556042796,1.908183649,0.582689487,0.145838065,-0.647850345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G 36,,ASIA,"Jahn, B. M. and Z. Q. Zhang (1984). ""ARCHEAN GRANULITE GNEISSES FROM EASTERN HEBEI PROVINCE, CHINA - RARE-EARTH GEOCHEMISTRY AND TECTONIC IMPLICATIONS."" Contributions to Mineralogy and Petrology 85(3): 224-243.",47.46,1.00,18.86,11.10,,9.99,0.18,4.85,9.83,3.68,1.02,0.22,,,266,94,37,64,,,,15.6,710,20.00,41.00,3.00,,165,,20.8,,12.00,2.80,0.87,2.78,,2.66,,1.57,1.50,0.23,,,,,,,97.1,,48.9,1.0,19.4,11.4,,10.3,0.2,5.0,10.1,3.8,1.1,0.2,,,274.0,96.8,38.1,65.9,,,,16.1,731.7,20.6,42.2,3.1,,169.9,,21.4,,12.4,2.9,0.9,2.9,,2.7,,1.6,1.5,0.2,,,,,,,,,46.4,,0.436617754,0.407612521,0.163025542,0.381334419,0.378122067,-0.1,,,3.889441919,0.029554668,2.966597945,2.436499777,,2.330917014,-1.68524376,1.608533373,2.314993602,1.33246742,0.049357296,-1.484573064,,,5.613050977,4.572849451,3.640472581,4.188437752,,,,2.776825583,6.59538286,3.025286942,3.743126735,1.128166957,,5.135500142,,3.064507655,,2.514461318,1.059174085,-0.109707399,1.052005596,,1.007880791,,0.480630288,0.435019776,-1.440121302,,,,,
W 4,,Europe,"Weaver, B. L. and J. Tarney (1980). ""RARE-EARTH GEOCHEMISTRY OF LEWISIAN GRANULITE-FACIES GNEISSES, NORTHWEST SCOTLAND - IMPLICATIONS FOR THE PETROGENESIS OF THE ARCHEAN LOWER CONTINENTAL-CRUST."" Earth and Planetary Science Letters 51(2): 279-296.",47.50,1.02,13.10,13.58,,12.22,,7.89,12.27,2.18,0.14,0.05,,,,484,,1574,,115,,,268,17.00,43.00,5.00,,52,3.8,13.7,,,3.10,1.19,,0.66,,,,2.94,,2.00,0.18,,,,,96.4,,49.3,1.1,13.6,14.1,,12.7,,8.2,12.7,2.3,0.1,0.1,,,,502.2,,1633.3,,119.3,,,278.1,17.6,44.6,5.2,,54.0,3.9,14.2,,,3.2,1.2,,0.7,,,,3.1,,2.1,0.2,,,,,,,53.5,,0.342571972,0.570310569,0.095397411,0.266683397,0.296676031,-0.3,,,3.897712377,0.056785293,2.609594896,2.645580788,,2.539998025,,2.102578801,2.544139925,0.816307543,-1.929130191,-2.958749608,,,,6.219067573,,7.398358095,,4.781914794,,,5.627969646,2.87019601,3.798182782,1.646420578,,3.988226384,1.371983733,2.654378499,,,1.168384777,0.210935973,,-0.378532778,,,,1.115392247,,0.730129846,-1.677815762,,,
15H,,Europe,"Weaver, B. L. and J. Tarney (1980). ""RARE-EARTH GEOCHEMISTRY OF LEWISIAN GRANULITE-FACIES GNEISSES, NORTHWEST SCOTLAND - IMPLICATIONS FOR THE PETROGENESIS OF THE ARCHEAN LOWER CONTINENTAL-CRUST."" Earth and Planetary Science Letters 51(2): 279-296.",47.58,0.26,16.67,2.05,5.74,7.58,0.12,8.67,13.75,1.90,0.80,0.02,,,,468,,142,,64,,12.0,179,8.00,23.00,1.00,,133,5,11,,,1.87,0.60,,0.32,,,,1.02,,0.63,0.21,,0.08,,,97.4,,48.9,0.3,17.1,2.1,5.9,7.8,0.1,8.9,14.1,2.0,0.8,0.0,,,,480.7,,145.9,,65.7,,12.3,183.9,8.2,23.6,1.0,,136.6,5.1,11.3,,,1.9,0.6,,0.3,,,,1.0,,0.6,0.2,,0.1,,,,,67.1,,0.370936173,0.547920496,0.087377371,0.272845457,0.321240149,-0.3,,,3.889222811,-1.320263342,2.840421003,0.744650099,1.774269516,2.052928863,-2.09345323,2.186679097,2.64784913,0.668664192,-0.196333245,-3.8852127,,,,6.175278602,,4.982637363,,4.185693389,,2.511716956,5.214196112,2.106251848,3.162304522,0.026810306,,4.917159434,1.636248218,2.424705579,,,0.652748737,-0.484015318,,-1.112623977,,,,0.046612933,,-0.435225154,-1.533837442,,-2.498918338,
9,,Europe,"Fennoscandian Shield, Holtta, P. (1997). ""Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield."" Lithos 40(1): 31-53.",47.77,1.64,14.07,,12.97,12.97,0.25,6.01,10.98,2.63,0.30,0.15,,50.0,399,191,,77,81,155,26,,117,44.00,96.00,5.00,,89,8.1,22.9,3.5,16.60,5.29,1.71,6.79,1.26,7.26,1.52,5.28,4.58,0.72,,,20.0,0.07,0.03,,96.8,,49.4,1.7,14.5,,13.4,13.4,0.3,6.2,11.3,2.7,0.3,0.2,,51.7,412.3,197.4,,79.6,83.7,160.2,26.9,,120.9,45.5,99.2,5.2,,92.0,8.4,23.7,3.6,17.2,5.5,1.8,7.0,1.3,7.5,1.6,5.5,4.7,0.7,,,20.7,0.1,0.0,,,,45.2,,0.370992007,0.516489245,0.120147594,0.305643598,0.321288502,-0.3,,,3.899230984,0.527529399,2.676878028,,2.595472155,2.595472155,-1.353461204,1.826257906,2.428908593,0.999817003,-1.171139647,-1.864286828,,3.944856163,6.021794574,5.285106585,,4.376638579,4.427282312,5.076258274,3.290929695,,4.795007092,3.817022791,4.597181349,1.64227107,,4.521469527,2.124697219,3.163970068,1.285596126,2.842235852,1.698651403,0.569326528,1.948284099,0.263944878,2.015212986,0.451543492,1.696759255,1.554532155,-0.29567091,,,3.028565431,-2.62642688,-3.47372474
13,,Europe,"Fennoscandian Shield, Holtta, P. (1997). ""Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield."" Lithos 40(1): 31-53.",47.78,1.09,16.28,,10.19,10.19,0.23,5.89,11.67,2.81,0.12,0.07,,54.0,371,329,,212,117,110,21,3.0,107,21.00,32.00,1.00,,51,1.3,4.43,0.83,5.10,1.89,0.73,3.31,0.55,3.69,0.82,2.55,2.26,0.37,,,15.0,0.02,,,96.1,,49.7,1.1,16.9,,10.6,10.6,0.2,6.1,12.1,2.9,0.1,0.1,,56.2,385.9,342.2,,220.5,121.7,114.4,21.8,3.1,111.3,21.8,33.3,1.0,,53.1,1.4,4.6,0.9,5.3,2.0,0.8,3.4,0.6,3.8,0.9,2.7,2.4,0.4,,,15.6,0.0,,,,,50.8,,0.394354702,0.502636081,0.112395538,0.30957289,0.34152119,-0.2,,,3.906075886,0.12564644,2.829406104,,2.360875591,2.360875591,-1.430207226,1.812724742,2.49649019,1.072653227,-2.080794792,-2.619791293,,4.02845279,5.955670807,5.835526495,,5.396055019,4.801642679,4.73994911,3.083991182,1.138081033,4.712297578,3.083991182,3.505204647,0.039468744,,3.971294377,0.301833008,1.527868328,-0.146860834,1.668709284,0.676045573,-0.275242001,1.236416933,-0.558368257,1.345095202,-0.158982195,0.975562103,0.854833557,-0.954783529,,,2.747518945,-3.872554262,
196.4,,ASIA,"Stahle, H. J., M. Raith, et al. (1987). ""ELEMENT MOBILITY DURING INCIPIENT GRANULITE FORMATION AT KABBALDURGA, SOUTHERN INDIA."" Journal of Petrology 28(5): 803-834.",47.80,0.81,14.80,12.90,,11.61,0.23,6.48,9.72,4.30,1.08,0.15,,,150,,51,46,,,,,107,25.00,65.00,,,,80.5,21,,11,2.50,0.90,,0.70,4.10,0.75,2.70,3.10,0.52,,,,,,,97.0,,49.3,0.8,15.3,13.3,,12.0,0.2,6.7,10.0,4.4,1.1,0.2,,,154.7,,52.6,47.4,,,,,110.3,25.8,67.0,,,,83.0,21.7,,11.3,2.6,0.9,,0.7,4.2,0.8,2.8,3.2,0.5,,,,,,,,,49.9,,0.370314557,0.434456797,0.202356532,0.387513811,0.320701814,-0.3,,,3.897717658,-0.180029013,2.725319199,2.587919329,,2.482336567,-1.438983952,1.899412528,2.304877637,1.489307041,0.107653059,-1.866427967,,,5.041327312,,3.962517651,3.859333415,,,,,4.703520853,3.249567843,4.205079288,,,,4.418949203,3.075214456,,2.428587291,0.94698275,-0.074668498,,-0.325982926,1.441678992,-0.256990054,1.023943791,1.16209413,-0.623234449,,,,,
28-III,,Antarctica,"Napier Complex, Antarctica, Depaolo, D. J., W. I. Manton, et al. (1982). ""SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA."" Nature 298(5875): 614-618.",47.83,0.07,22.38,4.43,,3.99,0.10,11.25,12.29,1.02,0.40,,,,,222,,110,,,,13.4,45,,2.00,,,,,,,1.46,,,,,,,,,,,,5.1,1.92,0.07,,99.3,,48.2,0.1,22.5,4.5,,4.0,0.1,11.3,12.4,1.0,0.4,,,,,223.5,,110.8,,,,13.5,45.1,,2.0,,,,,,,1.5,,,,,,,,,,,,5.1,1.9,0.1,,,,83.4,,0.479114685,0.477529182,0.045055916,0.284613258,0.414925488,0.0,,,3.874465067,-2.652448028,3.114979712,1.495211593,,1.389628831,-2.347066378,2.427180138,2.515597933,0.026614636,-0.909478723,,,,,5.409489391,,4.707292375,,,,2.602066716,3.809020149,,0.69995919,,,,,,,0.385248445,,,,,,,,,,,,1.632123271,0.659137195,-2.652448028
4510,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",47.90,1.12,14.10,2.94,11.63,14.28,0.29,7.66,11.23,2.31,0.05,0.16,,,239,158,,91,58,111,17,1.0,112,31.00,77.00,3.00,,22,6,11,,,,,,,,,,,,,,,1,,,99.1,,48.3,1.1,14.2,3.0,11.7,14.4,0.3,7.7,11.3,2.3,0.1,0.2,,,241.2,159.4,,91.8,58.5,112.0,17.2,1.0,113.0,31.3,77.7,3.0,,22.2,6.1,11.1,,,,,,,,,,,,,,,,,,,,48.9,,0.369213149,0.532545114,0.100355535,0.284962109,0.319747966,-0.3,,,3.878202547,0.122415728,2.65526184,1.087496624,2.462675009,2.667625659,-1.228787314,2.045099026,2.427675811,0.846334567,-2.986645231,-1.823494421,,,5.485550594,5.071682075,,4.519946549,4.069530053,4.718617244,2.842300386,0.009087042,4.727585914,3.443074247,4.352892464,1.107699331,,3.100129496,1.800846512,2.406982315,,,,,,,,,,,,,,,,
6,,ASIA,"Kutty & Iyer, 1978 North Arcot, India, granulite, gneiss, granite ",47.94,0.85,12.15,2.20,15.78,17.76,0.13,11.18,8.27,0.93,0.37,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,,48.1,0.9,12.2,2.2,15.8,17.8,0.1,11.2,8.3,0.9,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,,0.417519422,0.516842253,0.066272397,0.275032108,0.361582426,-0.2,,,3.872558026,-0.159911132,2.499936967,0.791065158,2.761351113,2.87953176,-2.037613031,2.416734265,2.115242306,-0.069962895,-0.991644476,-1.829973666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,metased,ASIA,"Janardhan et al. 1978 S India, gneiss",47.96,0.26,3.96,27.83,10.68,35.72,0.1,3.25,2.48,1.26,0.52,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6,,50.2,0.3,4.1,29.1,11.2,37.4,0.1,3.4,2.6,1.3,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,0.366655458,0.406426162,0.237276141,0.42060387,0.317532941,-0.3,,,3.915245101,-1.302195877,1.421121796,3.370992346,2.413250604,3.620628671,-2.257707322,1.223532767,0.953136331,0.275989492,-0.609048697,-2.257707322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",48.00,1.29,14.97,3.91,9.23,12.75,0.22,7.88,10.75,2.59,0.27,0.10,,,271,76,,86,15,89,20,2.0,215,19.00,75.00,4.00,,66,5,14,,,,,,,,,,,,,,2,,,,98.8,,48.6,1.3,15.1,4.0,9.3,12.9,0.2,8.0,10.9,2.6,0.3,0.1,,,274.2,76.9,,87.0,15.2,90.1,20.2,2.0,217.6,19.2,75.9,4.0,,66.8,5.1,14.2,,,,,,,,,,,,,,2.0,,,,,,52.4,,0.385635018,0.500721285,0.116456401,0.30927391,0.333969722,-0.2,,,3.883089216,0.266530424,2.717936404,1.37542558,2.234347254,2.557279703,-1.502239527,2.076216109,2.38679396,0.963546081,-1.297445114,-2.290696887,,,5.614007026,4.342621546,,4.466235502,2.719938407,4.500524575,3.007620479,0.705035386,5.382526234,2.956327185,4.329376319,1.398182567,,4.201542948,1.621326118,2.650945535,,,,,,,,,,,,,,0.705035386,,
02M2,,Europe,Nehring et al. 2010 Finland,48.1,0.81,15.6,11.5,,10.35,0.31,5.23,15.2,2.14,0.11,0.04,,45,263,294,,176,,,,1.02,131,18.5,30.9,1.52,,27.5,1.91,6.55,1.11,5.96,1.91,0.73,2.52,,3.21,,2.11,2.17,0.33,1.03,0.1,,,,,97.9,,49.1,0.8,15.9,11.7,,10.6,0.3,5.3,15.5,2.2,0.1,0.0,,46.0,268.7,300.3,,179.8,,,,1.0,133.8,18.9,31.6,1.6,,28.1,2.0,6.7,1.1,6.1,2.0,0.7,2.6,,3.3,,2.2,2.2,0.3,1.1,0.1,,,,,,,47.4,,0.337195024,0.589990172,0.077569546,0.246167057,0.292019457,-0.3,,,3.89463146,-0.189371749,2.768620197,2.463696318,,2.358113556,-1.149833699,1.675760561,2.742644711,0.782155112,-2.18592563,-3.197526542,,3.828011773,5.593503315,5.70492905,,5.191833278,,,,0.04115191,4.896546606,2.939120015,3.452105467,0.440059618,,3.335535287,0.668452525,1.900814332,0.125709298,1.806419764,0.668452525,-0.293361462,0.945608184,,1.18762022,,0.76803723,0.79607645,-1.087313342,0.050908085,-2.28123581,,,
14C,,Europe,"Weaver, B. L. and J. Tarney (1980). ""RARE-EARTH GEOCHEMISTRY OF LEWISIAN GRANULITE-FACIES GNEISSES, NORTHWEST SCOTLAND - IMPLICATIONS FOR THE PETROGENESIS OF THE ARCHEAN LOWER CONTINENTAL-CRUST."" Earth and Planetary Science Letters 51(2): 279-296.",48.12,1.09,16.82,5.57,6.97,11.98,0.25,6.95,11.01,2.35,0.66,0.09,,,,218,,110,,111,,4.0,244,22.00,65.00,5.00,,265,9,20,,11.60,3.34,1.14,3.70,0.69,,,,2.82,,2.10,0.25,6.0,0.12,,,99.3,,48.4,1.1,16.9,5.6,7.0,12.1,0.3,7.0,11.1,2.4,0.7,0.1,,,,219.5,,110.8,,111.8,,4.0,245.7,22.2,65.4,5.0,,266.8,9.1,20.1,,11.7,3.4,1.1,3.7,0.7,,,,2.8,,2.1,0.3,6.0,0.1,,,,,50.8,,0.407370785,0.483737417,0.110533435,0.314218827,0.352793448,-0.2,,,3.880502128,0.092981933,2.829372891,1.72419929,1.948419461,2.490200246,-1.379490125,1.945545896,2.405608187,0.861219565,-0.408711208,-2.401141372,,,,5.391299299,,4.707284602,,4.716334438,,1.393098598,5.503972462,3.09784669,4.181191506,1.616242149,,5.586534062,2.204028814,3.00253651,,2.457809335,1.212775043,0.137832499,1.315137056,-0.364259445,,,,1.043541121,,0.748741581,-1.379490125,1.798563706,-2.1134593,
C 91,,ASIA,"Jahn, B. M. and Z. Q. Zhang (1984). ""ARCHEAN GRANULITE GNEISSES FROM EASTERN HEBEI PROVINCE, CHINA - RARE-EARTH GEOCHEMISTRY AND TECTONIC IMPLICATIONS."" Contributions to Mineralogy and Petrology 85(3): 224-243.",48.15,0.58,15.15,10.82,,9.74,0.18,7.68,10.10,2.71,1.48,0.15,,,208,283,46,115,,,,25.0,198,18.00,47.00,1.30,,,,,,,,,,,,,,,,,,,,,,95.9,,50.2,0.6,15.8,11.3,,10.2,0.2,8.0,10.5,2.8,1.5,0.2,,,216.9,295.1,48.0,119.9,,,,26.1,206.4,18.8,49.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,58.4,,0.392367557,0.46442993,0.153098364,0.349282142,0.339800272,-0.2,,,3.916020226,-0.503028088,2.759699619,2.423095361,,2.317512598,-1.673099341,2.080318635,2.354234511,1.038647722,0.433741175,-1.855420897,,,5.379237167,5.687145985,3.870340484,4.786631216,,,,3.260574912,5.329966118,2.932070845,3.891846689,0.304063352,,,,,,,,,,,,,,,,,,,,
3239,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",48.20,0.64,15.64,7.17,4.60,11.05,0.19,9.05,12.01,1.77,0.05,0.06,,,169,375,,191,30,61,17,,115,17.00,68.00,2.00,,35,7,20,,,,,,,,,,,,,,1,,,,98.7,,48.9,0.6,15.9,7.3,4.7,11.2,0.2,9.2,12.2,1.8,0.1,0.1,,,171.3,380.1,,193.6,30.4,61.8,17.2,,116.6,17.2,68.9,2.0,,35.5,7.1,20.3,,,,,,,,,,,,,,1.0,,,,,,59.3,,0.389548346,0.540378475,0.073272663,0.268046836,0.337358764,-0.2,,,3.888833739,-0.432812385,2.763306453,1.983380372,1.539531021,2.416046855,-1.647256489,2.216239475,2.499214354,0.584454264,-2.982257556,-2.799935999,,,5.143373433,5.940400744,,5.265748146,3.414672099,4.124348582,2.846688062,,4.758406846,2.846688062,4.232982423,0.706621898,,3.568822779,1.959384867,3.009206991,,,,,,,,,,,,,,0.013474718,,
81-395,,Antarctica,"Sheraton, J. W. and K. D. Collerson (1984). ""GEOCHEMICAL EVOLUTION OF ARCHEAN GRANULITE-FACIES GNEISSES IN THE VESTFOLD BLOCK AND COMPARISONS WITH OTHER ARCHEAN GNEISS COMPLEXES IN THE EAST ANTARCTIC SHIELD."" Contributions to Mineralogy and Petrology 87(1): 51-64.",48.20,0.77,16.00,1.73,9.57,11.13,0.24,7.89,11.68,2.24,0.24,0.08,,,231,232,,172,9,92,11,2.0,160,20.00,40.00,1.00,,42,,8,,,,,,,,,,,,,,,,,,98.5,,49.0,0.8,16.2,1.8,9.7,11.3,0.2,8.0,11.9,2.3,0.2,0.1,,,234.6,235.6,,174.7,9.1,93.4,11.2,2.0,162.5,20.3,40.6,1.0,,42.7,,8.1,,,,,,,,,,,,,,,,,,,,55.8,,0.391838354,0.516117213,0.0957205,0.291639677,0.339341968,-0.2,,,3.890811254,-0.245912531,2.788040955,0.563573642,2.274085439,2.424795724,-1.411664122,2.081048368,2.473330211,0.821928099,-1.411664122,-2.510276411,,,5.457869944,5.462189605,,5.16294671,2.212676811,4.53724081,2.413347506,0.708599414,5.090626048,3.011184507,3.704331687,0.015452233,,3.753121851,,2.094893775,,,,,,,,,,,,,,,,
C 97,,ASIA,"Jahn, B. M. and Z. Q. Zhang (1984). ""ARCHEAN GRANULITE GNEISSES FROM EASTERN HEBEI PROVINCE, CHINA - RARE-EARTH GEOCHEMISTRY AND TECTONIC IMPLICATIONS."" Contributions to Mineralogy and Petrology 85(3): 224-243.",48.28,0.49,15.38,12.61,,11.35,0.19,8.72,11.05,1.02,0.80,0.11,,,205,255,60,193,,,,15.1,113,21.00,67.00,4.69,,,,,,,,,,,,,,,,,,,,,,97.4,,49.6,0.5,15.8,12.9,,11.7,0.2,9.0,11.3,1.0,0.8,0.1,,,210.5,261.8,61.6,198.2,,,,15.5,115.6,21.6,68.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,57.8,,0.410567186,0.528915458,0.066910728,0.272194321,0.355561613,-0.2,,,3.903500211,-0.686867073,2.759550779,2.560972965,,2.455390202,-1.634248392,2.192102052,2.428913243,0.046285442,-0.196660737,-2.180792099,,,5.349492794,5.56774636,4.120827377,5.289173003,,,,2.741177558,4.75032453,3.071005252,4.231175434,1.571915397,,,,,,,,,,,,,,,,,,,,
10,,Europe,"Fennoscandian Shield, Holtta, P. (1997). ""Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield."" Lithos 40(1): 31-53.",48.29,0.91,15.91,,10.44,10.44,0.26,5.12,12.09,3.10,0.43,0.08,,50.0,294,254,,156,133,105,19,5.0,128,22.00,48.00,3.00,,92,3.1,7.68,1.24,6.72,2.13,0.82,3.54,0.55,3.64,0.82,2.61,2.08,0.37,,,19.0,0.19,0.11,,96.6,,50.0,0.9,16.5,,10.8,10.8,0.3,5.3,12.5,3.2,0.4,0.1,,51.7,304.3,262.9,,161.4,137.6,108.7,19.7,5.2,132.5,22.8,49.7,3.1,,95.2,3.2,7.9,1.3,7.0,2.2,0.8,3.7,0.6,3.8,0.8,2.7,2.2,0.4,,,19.7,0.2,0.1,,,,46.6,,0.37375526,0.506258677,0.127974581,0.314852211,0.32368155,-0.3,,,3.911505434,-0.060029745,2.801228776,,2.379925516,2.379925516,-1.312792714,1.667435373,2.526659599,1.165683045,-0.809689136,-2.49144771,,3.946303939,5.717860701,5.571615201,,5.084136941,4.924630062,4.688241284,2.978719913,1.643718846,4.886311198,3.125323387,3.905481945,1.132893223,,4.556069511,1.165683045,2.072900481,0.249392314,1.939369089,0.790402914,-0.164170005,1.298407661,-0.563556067,1.326264616,-0.164170005,0.993631155,0.766648828,-0.959971339,,,2.978719913,-1.626450273,-2.172993979
28-II,,Antarctica,"Napier Complex, Antarctica, Depaolo, D. J., W. I. Manton, et al. (1982). ""SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA."" Nature 298(5875): 614-618.",48.30,0.15,19.50,9.90,,8.91,0.20,11.34,8.95,1.39,0.23,,,,,329,,188,,,,3.7,128,,27.00,,,,,,,8.41,,,,,,,,,,,,7.5,0.24,0.02,,99.0,,48.8,0.2,19.7,10.0,,9.0,0.2,11.5,9.0,1.4,0.2,,,,,332.4,,190.0,,,,3.7,129.3,,27.3,,,,,,,8.5,,,,,,,,,,,,7.5,0.2,0.0,,,,69.4,,0.5112268,0.42521072,0.066157331,0.321770731,0.442735396,0.0,,,3.887815083,-1.886736462,2.980797988,2.30291828,,2.197335517,-1.604066932,2.438719821,2.202037055,0.33968727,-1.459292447,,,,,5.806441273,,5.246825485,,,,1.30784667,4.862413787,,3.306220389,,,,,,,2.139804997,,,,,,,,,,,,2.021278522,-1.416732833,-3.901639483
14,,Europe,"Fennoscandian Shield, Holtta, P. (1997). ""Geochemical characteristics of granulite facies rocks in the Archean Varpaisjarvi area, central Fennoscandian shield."" Lithos 40(1): 31-53.",48.35,0.87,16.09,,11.41,11.41,0.20,7.19,10.95,2.56,0.13,0.07,,41.0,274,277,,158,117,93,16,1.0,79,18.00,50.00,2.00,,49,2.65,7.19,1.06,5.51,2.11,0.75,3.00,0.52,3.30,0.74,2.24,2.16,0.40,,,13.0,0.39,0.16,,97.8,,49.4,0.9,16.4,,11.7,11.7,0.2,7.4,11.2,2.6,0.1,0.1,,41.9,280.1,283.2,,161.5,119.6,95.1,16.4,1.0,80.8,18.4,51.1,2.0,,50.1,2.7,7.4,1.1,5.6,2.2,0.8,3.1,0.5,3.4,0.8,2.3,2.2,0.4,,,13.3,0.4,0.2,,,,52.9,,0.403686741,0.493834279,0.10777335,0.309616721,0.349602973,-0.2,,,3.900507353,-0.117220936,2.800239092,,2.456531295,2.456531295,-1.587396782,1.994732303,2.415380587,0.962048389,-2.018179698,-2.637218906,,3.735613198,5.635169237,5.646058637,,5.084636164,4.784215066,4.554640624,2.794629853,0.022041131,4.391488983,2.912412889,3.934064136,0.715188311,,3.913861429,0.996600771,1.994732303,0.080310039,1.728605754,0.768729078,-0.265640942,1.12065342,-0.631885337,1.215963599,-0.279063962,0.828516997,0.792149353,-0.894249601,,,2.586990488,-0.919567409,-1.810540333
65-38,,Europe,"Scourian, Scotland, Pride and Muecke, 1980, gneiss",48.39,1.12,16.13,4.33,8.69,12.59,0.22,7.11,10.16,2.63,0.49,0.11,,48.2,,226,48,,,,,2.7,,,,,,,15.8,34.2,,,4.35,1.20,,0.81,,,,2.56,,,,,,,,98.9,,48.9,1.1,16.3,4.4,8.8,12.7,0.2,7.2,10.3,2.7,0.5,0.1,,48.7,,228.4,48.8,,,,,2.7,,,,,,,16.0,34.6,,,4.4,1.2,,0.8,,,,2.6,,,,,,,,,,50.2,,0.410976739,0.46856801,0.123017493,0.328505863,0.355916297,-0.2,,,3.889887766,0.12392327,2.791275477,1.476162127,2.172767524,2.543190317,-1.503533148,1.972096829,2.329053027,0.977578431,-0.702755303,-2.196680328,,3.885953606,,5.431129584,3.888026146,,,,,1.000135779,,,,,,,2.770604525,3.542820229,,,1.48077043,0.192916142,,-0.200126446,,,,0.950601843,,,,,,
