Sample,suite,Location,Rock type,unit,Reference,Age,Age2se,Sm,Nd,Sm147_Nd144,Nd143_Nd144,Nd143_Nd144 2se,eNd,TDM,,,Pb206_204,Pb207_204,Pb208_204,Mineral,Easting,Northing,UTM,Easting_for_R,"These Lat longs are from an online coversion tool, might not be exactly accurate",Latitude,Longitude,Latitude,,,Longitude,,,Latitude,Longitude,SiO2,TiO2,Al2O3,Fe2O3t,FeO,Fe2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,CO2,S,F,Cl,LOI,sum,Li,Rb,Cs,Be,Sr,Ba,Sc,Y,Zr,Hf,V,Nb,Ta,Cr,Mo,W,Co,Ni,Cu,Ag,Zn,Cd,Ga,In,Tl,Ge,Sn,Pb,As,Sb,Bi,Se,Te,Br,I,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Th,U
D319-87,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,503000,7255600,12,1503000,,65.42186682,-110.9353621,,,,,,,,,49.43,1.82,13.75,,16.32,,,0.2,5.2,8.83,3.22,0.99,0.23,,,,,,,,,11,,,191,92,42,26,75,,519,6.8,,,,,,29,,,105,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D319C-87,Siege,,,Siege Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,503000,7255600,12,1503000,,65.42300026,-110.9353583,,,,,,,,,72.34,0.08,16.84,,0.67,,,0.01,0.22,2.69,6.23,0.87,0.04,,,,,,,,,16,,,742,202,,,105,,,1.3,,,,,,,,,15,,19,,,,,,,,,,,,,3.35,6.46,0.68,2.44,0.5,0.19,0.33,0.04,0.22,0.05,0.14,0.02,0.14,0.03,,
D327-87,Wishbone,,,CVB/Yellowknife Supergroup,Bill Davis email ,,,,,,,,,,,,,,,,478300,7279000,12,1478300,,65.63109622,-111.4713124,,,,,,,,,78.39,0.32,11.46,,2.41,,,0.05,0.41,1.72,4.03,1.19,0.03,,,,,,,,,37,,,120,269,3,50,266,,,19.5,,,,,,,,,21,,14,,,,,,,,,,,,,25.09,48.18,5.54,20.38,4.33,1.2,4.95,1.04,7.66,1.8,5.35,0.81,5.29,0.7,4.34,
D334B-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,421200,7212200,12,1421200,,65.0231195,-112.6725969,,,,,,,,,69.12,0.41,15.71,,3.11,,,0.04,1.44,2.92,3.8,3.27,0.17,,,,,,,,,73,,,633,988,6,9,141,,59,6.3,,5,,,,,,,51,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D334D-87,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,421200,7212200,12,1421200,,65.0231195,-112.6725969,,,,,,,,,55.84,0.86,21.51,,5.27,,,0.06,2.77,4.73,5.45,2.98,0.52,,,,,,,,,108,,,872,716,13,18,87,,101,10.1,,,,,,4,,,103,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D335-87,Yamba,,,Yamba/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,480095,7219287,12,1480095,,65.09659751,-111.4236366,,,,,,,,,72.14,0.24,14.71,,2.26,,,0.04,0.53,1.28,3.19,5.54,0.07,,,,,,,,,226,,,70,590,3,35,206,,18,16.6,,,,,,,,,23,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D338-87,Yamba,,,Yamba/SE Concession Pluton,Bill Davis email ,,,,,,,,,,,,,,,,469000,7231000,12,1469000,,65.20083298,-111.6623699,,,,,,,,,73.16,0.12,14.53,,0.9,,,0.01,0.24,0.75,2.91,7.29,0.1,,,,,,,,,260,,,140,1211,,10,67,,,7.6,,,,,,,,,9,,16,,,,,,,,,,,,,20.96,36.45,3.77,12.72,2.35,0.41,1.94,0.26,1.25,0.21,0.49,0.06,0.32,0.05,16.08,
D350A-87,Contwoyto,,,Contwoyto/sills S of Southern Diorite,Bill Davis email ,,,,,,,,,,,,,,,,491422,7260361,12,1491422,,65.46561787,-111.1851332,,,,,,,,,73.55,0.08,15.14,,1.17,,,0.02,0.38,0.98,3.86,4.65,0.17,,,,,,,,116.2,219,20.4,,141,678,,7,97,,,11.8,,,,,,,,,27,,21,,,,,21,,,,,,,,26.61,50.28,5.12,17.52,3.01,0.33,2.55,0.26,1.1,0.17,0.42,0.05,0.35,0.05,16.12,6.34
D350B-87,Contwoyto,,,Contwoyto/sills S of Southern Diorite,Bill Davis email ,,,,,,,,,,,,,,,,491425,7260361,12,1491425,,65.46561795,-111.1850685,,,,,,,,,74.14,0.12,14.73,,1.14,,,0.03,0.35,0.89,4.35,4.13,0.12,,,,,,,,167,238,18,,118,547,,7,93,,,11.3,,,,,,,,,29,,19,,,,,20,,,,,,,,26.34,49.91,5.04,16.62,2.98,0.43,2.66,0.24,1.05,0.16,0.36,0.06,0.33,0.06,16.5,12.42
D362-87,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,496059,7269402,12,1496059,,65.54568906,-111.0853155,,,,,,,,,50.75,0.9,13.05,,10,,,0.16,11.2,11.59,1.64,0.65,0.06,,,,,,,,6.2,13,0.5,,497,90,53,15,73,,292,5.1,,116,,,,21,12,,61,,15,,,,,2,,,,,,,,11.4,27.03,3.5,15.22,3.25,1.08,3.32,0.49,,,,,,,1.64,0.34
D363B-87,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,496385,7269877,12,1496385,,65.54995455,-111.078271,,,,,,,,,59.99,0.86,19.01,,6.23,,,0.09,2.25,4.39,4.53,2.4,0.25,,,,,,,,,63,,,603,830,8,7,258,,117,9.4,,33,,,,12,5,,80,,19,,,,,,,,,,,,,21.57,43.15,4.84,17.85,2.75,1.52,2.09,0.26,1.45,0.29,0.85,0.12,0.88,0.15,0.01,
D364A-87,Concession,,,Concession/SE Concession Pluton,Bill Davis email ,,,,,,,,,,,,,,,,496189,7269671,12,1496189,,65.54810407,-111.0825088,,,,,,,,,53.08,1.4,17.66,,11.55,,,0.2,3.86,6.88,3.71,1.5,0.17,,,,,,,,30,35,3.1,,513,,,43,124,,,13.5,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
D365-87,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,496338,7269486,12,1496338,,65.54644598,-111.0792779,,,,,,,,,45.9,1.95,16.72,,15.93,,,0.18,6.28,9.55,2.4,0.97,0.11,,,,,,,,,15,,,716,209,38,17,102,,680,8.6,,,,,,,20,,122,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D366-87,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,496714,7269453,12,1496714,,65.54615393,-111.0711372,,,,,,,,,56.74,2.14,15.62,,10.3,,,0.12,3.79,6.23,3.22,1.6,0.23,,,,,,,,25.3,37,3.2,,473,603,5,24,179,,57,14.5,,,,,,,,,88,,19,,,,,6,,,,,,,,27.63,62.29,7.89,33.52,7.04,2.32,6.97,0.95,5.21,1,2.43,0.32,2,0.29,4.2,1.01
D374-87,Concession,,,Concession/SE Concession Pluton,Bill Davis email ,,,,,,,,,,,,,,,,495910,7272089,12,1495910,,65.56979487,-111.0886229,,,,,,,,,65.44,0.85,16.34,,6.14,,,0.1,2.33,2.52,3.51,2.69,0.08,,,,,,,,,69,,,386,1010,23,29,217,,146,13.9,,102,,,,24,,,60,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D375B-87,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,496437,7273500,12,1496437,,65.58246052,-111.0772413,,,,,,,,,48.75,1.48,18.92,,11.47,,,0.15,5.36,8.87,3.33,1.36,0.31,,,,,,,,3.17,31,1.9,,765,267,27,29,105,,309,12.8,,,,,,,17,,89,,22,,,,,4,,,,,,,,25.4,72.44,10.47,47.36,9.76,2.62,8.81,1.15,,,,,,,1.11,0.33
D375C-87,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,496437,7273500,12,1496437,,65.58246052,-111.0772413,,,,,,,,,47.31,0.87,9.61,,11.75,,,0.19,14.74,13.83,1.07,0.57,0.06,,,,,,,,,10,,,213,124,69,16,51,,434,4.5,,785,,,,165,106,,58,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRA-00-K4396,Hb-diorite,Walmsley Lake,Hb-diorite,,Cairns et al 2005,2614,2,,,,,,,,,,,,,,,,,,,63.5937,-109.9124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRA00-K2225,K-spar megacrystic granite,Walmsley Lake,K-spar megacrystic granite,,Cairns et al 2005,2588,1.6,,,,,,,,,,,,,,,,,,,63.7221,-109.9881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRA00-K4339,Gt two-mica granite,Walmsley Lake,Gt two-mica granite,,Cairns et al 2005,2613,3,,,,,,,,,,,,,,,,,,,63.7412,-109.8775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRA00-K4339,Gt two-mica granite,Walmsley Lake,Gt two-mica granite,,Cairns et al 2005,2615,8,,,,,,,,,,,,,,,,,,,63.7412,-109.8775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRA00-K4395,Two-mica granite,Walmsley Lake,Two-mica granite,,Cairns et al 2005,2606,3,,,,,,,,,,,,,,,,,,,63.9025,-109.6784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRA00-K6461,Aylmer Lake volcanic belt,Walmsley Lake,Aylmer Lake volcanic belt,,Cairns et al 2005,2676,7,,,,,,,,,,,,,,,,,,,63.9263,-108.3448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRA01-K08,Felsic-intermediate tuff,Walmsley Lake,Felsic-intermediate tuff,,Cairns et al 2005,2673,8,,,,,,,,,,,,,,,,,,,63.2963,-108.3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL24A,NA,MacNaughton Lake,Granodiorite,NA,Yamashita et al 1999,,,4.52,16.31,0.1676,0.512113,0.00013,-0.6,3400,,,,,,,586867,7059094,11,586867,,63.649,-115.2458333,63,38.94,,115,14.75,,63 38.94 ,115 14.75 ,68,0.303,16.6,,3.35,,,0.031,1.07,3.36,4.47,2.59,0.221,,,,,,,,,43.8,0.2,,280,600,10,3.58,149,4.15,40,5.3,2.3,0,,,,6,11,,85,,21,,,,,14.11,,,,,,,,16.81,29.77,3.39,14.62,4.39,1.06,3.6,0.37,1.16,0.12,0.21,0.03,0.19,0.04,0.51,0.76
FL24A,NA,MacNaughton Lake,Granodiorite,NA,Yamashita et al 1999,,,4.52,16.31,0.1676,0.512113,0.00013,-0.6,3400,,,14.028,14.926,33.784,Kfs,586867,7059094,11,586867,,63.649,-115.2458333,63,38.94,,115,14.75,,63 38.94 ,115 14.75 ,68,0.303,16.6,,3.35,,,0.031,1.07,3.36,4.47,2.59,0.221,,,,,,,,,43.8,0.2,,280,600,10,3.58,149,4.15,40,5.3,2.3,0,,,,6,11,,85,,21,,,,,14.11,,,,,,,,16.81,29.77,3.39,14.62,4.39,1.06,3.6,0.37,1.16,0.12,0.21,0.03,0.19,0.04,0.51,0.76
FL74A,NA,MacNaughton Lake,Quartz monzodiorite,NA,Yamashita et al 1999,,,1.31,8.42,0.0942,0.510879,0.00009,-0.2,2900,,,,,,,589301,7059162,11,589301,,63.649,-115.1966667,63,38.94,,115,11.8,,63 38.94 ,115 11.80 ,61.61,0.911,20.05,,3.38,,,0.014,1.89,4.6,4.99,2.5,0.048,,,,,,,,,91.5,0.7,,367,689,4,1.54,107,2.57,87,11,1.5,27,,,,20,18,,84,,29,,,,,12.56,,,,,,,,17,26.83,2.56,8.63,1.43,1.23,0.84,0.09,0.35,0.05,0.11,0.02,0.09,0.02,0.4,0.23
FL74A,NA,MacNaughton Lake,Quartz monzodiorite,NA,Yamashita et al 1999,,,1.31,8.42,0.0942,0.510879,0.00009,-0.2,2900,,,13.984,14.908,33.729,Kfs,589301,7059162,11,589301,,63.649,-115.1966667,63,38.94,,115,11.8,,63 38.94 ,115 11.80 ,61.61,0.911,20.05,,3.38,,,0.014,1.89,4.6,4.99,2.5,0.048,,,,,,,,,91.5,0.7,,367,689,4,1.54,107,2.57,87,11,1.5,27,,,,20,18,,84,,29,,,,,12.56,,,,,,,,17,26.83,2.56,8.63,1.43,1.23,0.84,0.09,0.35,0.05,0.11,0.02,0.09,0.02,0.4,0.23
HBA050593,Ghost,Wijinnedi Lake,Granitoid gneiss,Ghost,Yamashita et al 1999,2589,,10,55.9,0.1081,0.51115,0.00013,0.6,2900,,,,,,,603353,7072672,11,603353,,63.76633333,-114.9041667,63,45.98,,114,54.25,,63 45.98 ,114 54.25 ,76.32,0.21,12.68,,1.68,,,0.019,0.04,1.57,2.86,4.59,0.04,,,,,,,,,63.8,0.1,,251,3497,0,8.02,484,11.58,0,2.1,0.12,0,,,,8,8,,35,,13,,,,,11.34,,,,,,,,167.17,282.68,27.58,93.89,10.79,2.99,3.55,0.43,1.99,0.31,0.7,0.12,0.71,0.14,11.7,0.61
HBA050593,Ghost,Wijinnedi Lake,Granitoid gneiss,Ghost,Yamashita et al 1999,2589,,10,55.9,0.1081,0.51115,0.00013,0.6,2900,,,13.967,14.865,33.88,Kfs,603353,7072672,11,603353,,63.76633333,-114.9041667,63,45.98,,114,54.25,,63 45.98 ,114 54.25 ,76.32,0.21,12.68,,1.68,,,0.019,0.04,1.57,2.86,4.59,0.04,,,,,,,,,63.8,0.1,,251,3497,0,8.02,484,11.58,0,2.1,0.12,0,,,,8,8,,35,,13,,,,,11.34,,,,,,,,167.17,282.68,27.58,93.89,10.79,2.99,3.55,0.43,1.99,0.31,0.7,0.12,0.71,0.14,11.7,0.61
J-0391,Ghost,Wijinnedi Lake,Tonalite,Ghost,Yamashita et al 1999,2605,,7.44,44.35,0.1014,0.511051,0.00013,1.1,2900,,,25.305,16.883,51.003,,578595,7072570,11,578595,,63.77183333,-115.406,63,46.31,,115,24.36,,63 46.31 ,115 24.36 ,61.72,0.795,16.98,,5.59,,,0.08,3.21,5.62,3.93,1.8,0.274,,,,,,,,,76.7,1.4,,665,891,13,18.58,180,4.28,115,8.3,0.49,72,,,,39,9,,86,,18,,,,,11.58,,,,,,,,48.38,92.2,10.4,39.94,7.65,1.81,4.63,0.65,3.69,0.68,1.74,0.24,1.39,0.22,5.64,0.56
J-0391,Ghost,Wijinnedi Lake,Tonalite,Ghost,Yamashita et al 1999,2605,,7.44,44.35,0.1014,0.511051,0.00013,1.1,2900,,,14.25,14.942,33.902,Pl,578595,7072570,11,578595,,63.77183333,-115.406,63,46.31,,115,24.36,,63 46.31 ,115 24.36 ,61.72,0.795,16.98,,5.59,,,0.08,3.21,5.62,3.93,1.8,0.274,,,,,,,,,76.7,1.4,,665,891,13,18.58,180,4.28,115,8.3,0.49,72,,,,39,9,,86,,18,,,,,11.58,,,,,,,,48.38,92.2,10.4,39.94,7.65,1.81,4.63,0.65,3.69,0.68,1.74,0.24,1.39,0.22,5.64,0.56
J-0391,Ghost,Wijinnedi Lake,Tonalite,Ghost,Yamashita et al 1999,2605,,7.44,44.35,0.1014,0.511051,0.00013,1.1,2900,,,14.057,14.899,33.831,Pl,578595,7072570,11,578595,,63.77183333,-115.406,63,46.31,,115,24.36,,63 46.31 ,115 24.36 ,61.72,0.795,16.98,,5.59,,,0.08,3.21,5.62,3.93,1.8,0.274,,,,,,,,,76.7,1.4,,665,891,13,18.58,180,4.28,115,8.3,0.49,72,,,,39,9,,86,,18,,,,,11.58,,,,,,,,48.38,92.2,10.4,39.94,7.65,1.81,4.63,0.65,3.69,0.68,1.74,0.24,1.39,0.22,5.64,0.56
J-0391,Ghost,Wijinnedi Lake,Tonalite,Ghost,Yamashita et al 1999,2605,,7.44,44.35,0.1014,0.511051,0.00013,1.1,2900,,,14.06,14.898,33.835,,578595,7072570,11,578595,,63.77183333,-115.406,63,46.31,,115,24.36,,63 46.31 ,115 24.36 ,61.72,0.795,16.98,,5.59,,,0.08,3.21,5.62,3.93,1.8,0.274,,,,,,,,,76.7,1.4,,665,891,13,18.58,180,4.28,115,8.3,0.49,72,,,,39,9,,86,,18,,,,,11.58,,,,,,,,48.38,92.2,10.4,39.94,7.65,1.81,4.63,0.65,3.69,0.68,1.74,0.24,1.39,0.22,5.64,0.56
J-0397,Ghost,Wijinnedi Lake,Monzogranite,Ghost,Yamashita et al 1999,2598,,17.79,93.59,0.1149,0.511275,0.00009,0.6,2900,,,15.385,15.196,38.376,,586175,7075593,11,586175,,63.79716667,-115.2506667,63,47.83,,115,15.04,,63 47.83 ,115 15.04 ,71.18,0.473,14.21,,3.67,,,0.048,1.02,1.09,2.05,6.11,0.153,,,,,,,,,139.9,1.1,,155,713,11,44.28,224,5.69,30,11.2,0.46,22,,,,16,10,,51,,19,,,,,20.08,,,,,,,,65.61,129.54,14.63,54.46,10.68,1.31,6.93,1.12,7.55,1.7,5,0.66,3.59,0.51,25.56,0.77
J-0397,Ghost,Wijinnedi Lake,Monzogranite,Ghost,Yamashita et al 1999,2598,,17.79,93.59,0.1149,0.511275,0.00009,0.6,2900,,,14.156,14.981,34.244,,586175,7075593,11,586175,,63.79716667,-115.2506667,63,47.83,,115,15.04,,63 47.83 ,115 15.04 ,71.18,0.473,14.21,,3.67,,,0.048,1.02,1.09,2.05,6.11,0.153,,,,,,,,,139.9,1.1,,155,713,11,44.28,224,5.69,30,11.2,0.46,22,,,,16,10,,51,,19,,,,,20.08,,,,,,,,65.61,129.54,14.63,54.46,10.68,1.31,6.93,1.12,7.55,1.7,5,0.66,3.59,0.51,25.56,0.77
J-0397,Ghost,Wijinnedi Lake,Monzogranite,Ghost,Yamashita et al 1999,2598,,17.79,93.59,0.1149,0.511275,0.00009,0.6,2900,,,14.087,14.975,34.127,Kfs,586175,7075593,11,586175,,63.79716667,-115.2506667,63,47.83,,115,15.04,,63 47.83 ,115 15.04 ,71.18,0.473,14.21,,3.67,,,0.048,1.02,1.09,2.05,6.11,0.153,,,,,,,,,139.9,1.1,,155,713,11,44.28,224,5.69,30,11.2,0.46,22,,,,16,10,,51,,19,,,,,20.08,,,,,,,,65.61,129.54,14.63,54.46,10.68,1.31,6.93,1.12,7.55,1.7,5,0.66,3.59,0.51,25.56,0.77
J-0398,Ghost,Wijinnedi Lake,Granitoid gneiss,Ghost,Yamashita et al 1999,2605,,3.74,26.18,0.0864,0.510787,0.00008,1,2800,,,15.348,15.086,33.943,,586092,7077727,11,586092,,63.81633333,-115.2511667,63,48.98,,115,15.07,,63 48.98 ,115 15.07 ,74.37,0.237,13.9,,2.07,,,0.022,0.46,2.88,4.42,1.57,0.074,,,,,,,,,29,0.2,,251,410,0,2.88,219,6.12,19,2.7,0.04,12,,,,14,16,,42,,17,,,,,12.28,,,,,,,,43.99,70.8,6.76,22.85,3.68,0.84,1.65,0.16,0.69,0.1,0.22,0.04,0.26,0.05,10.61,0.53
J-0398,Ghost,Wijinnedi Lake,Granitoid gneiss,Ghost,Yamashita et al 1999,2605,,3.74,26.18,0.0864,0.510787,0.00008,1,2800,,,14.225,14.899,33.886,Pl,586092,7077727,11,586092,,63.81633333,-115.2511667,63,48.98,,115,15.07,,63 48.98 ,115 15.07 ,74.37,0.237,13.9,,2.07,,,0.022,0.46,2.88,4.42,1.57,0.074,,,,,,,,,29,0.2,,251,410,0,2.88,219,6.12,19,2.7,0.04,12,,,,14,16,,42,,17,,,,,12.28,,,,,,,,43.99,70.8,6.76,22.85,3.68,0.84,1.65,0.16,0.69,0.1,0.22,0.04,0.26,0.05,10.61,0.53
J-0398,Ghost,Wijinnedi Lake,Granitoid gneiss,Ghost,Yamashita et al 1999,2605,,3.74,26.18,0.0864,0.510787,0.00008,1,2800,,,14.23,14.903,33.91,Pl,586092,7077727,11,586092,,63.81633333,-115.2511667,63,48.98,,115,15.07,,63 48.98 ,115 15.07 ,74.37,0.237,13.9,,2.07,,,0.022,0.46,2.88,4.42,1.57,0.074,,,,,,,,,29,0.2,,251,410,0,2.88,219,6.12,19,2.7,0.04,12,,,,14,16,,42,,17,,,,,12.28,,,,,,,,43.99,70.8,6.76,22.85,3.68,0.84,1.65,0.16,0.69,0.1,0.22,0.04,0.26,0.05,10.61,0.53
J-0400,Ghost,Wijinnedi Lake,Monzogranite,Ghost,Yamashita et al 1999,2593,,11.64,107.2,0.0656,0.510456,0.00011,1.1,2800,,,24.603,16.7,114.28,,585920,7079506,11,585920,,63.83233333,-115.2536667,63,49.94,,115,15.22,,63 49.94 ,115 15.22 ,72.7,0.412,13.9,,1.97,,,0.016,0.5,0.94,2.74,6.74,0.092,,,,,,,,,174.1,0.8,,108,608,1,17.57,274,7.82,17,9.9,0.3,7,,,,9,3,,45,,16,,,,,35.97,,,,,,,,84.44,187.11,21.72,83.51,18.15,0.64,9.07,1.08,4.84,0.69,1.26,0.14,0.76,0.11,72.85,2.13
J-0400,Ghost,Wijinnedi Lake,Monzogranite,Ghost,Yamashita et al 1999,2593,,11.64,107.2,0.0656,0.510456,0.00011,1.1,2800,,,14.824,15.062,34.364,,585920,7079506,11,585920,,63.83233333,-115.2536667,63,49.94,,115,15.22,,63 49.94 ,115 15.22 ,72.7,0.412,13.9,,1.97,,,0.016,0.5,0.94,2.74,6.74,0.092,,,,,,,,,174.1,0.8,,108,608,1,17.57,274,7.82,17,9.9,0.3,7,,,,9,3,,45,,16,,,,,35.97,,,,,,,,84.44,187.11,21.72,83.51,18.15,0.64,9.07,1.08,4.84,0.69,1.26,0.14,0.76,0.11,72.85,2.13
J-0400,Ghost,Wijinnedi Lake,Monzogranite,Ghost,Yamashita et al 1999,2593,,11.64,107.2,0.0656,0.510456,0.00011,1.1,2800,,,14.084,14.923,34.266,Kfs,585920,7079506,11,585920,,63.83233333,-115.2536667,63,49.94,,115,15.22,,63 49.94 ,115 15.22 ,72.7,0.412,13.9,,1.97,,,0.016,0.5,0.94,2.74,6.74,0.092,,,,,,,,,174.1,0.8,,108,608,1,17.57,274,7.82,17,9.9,0.3,7,,,,9,3,,45,,16,,,,,35.97,,,,,,,,84.44,187.11,21.72,83.51,18.15,0.64,9.07,1.08,4.84,0.69,1.26,0.14,0.76,0.11,72.85,2.13
J0391,Ghost,Wijinnedi Lake,Tonalite,Ghost,Yamashita et al 1999,2605,,7.44,44.35,0.1014,0.511051,0.00013,1.1,2900,,,,,,,578595,7072570,11,578595,,63.77183333,-115.406,63,46.31,,115,24.36,,63 46.31 ,115 24.36 ,61.72,0.795,16.98,,5.59,,,0.08,3.21,5.62,3.93,1.8,0.274,,,,,,,,,76.7,1.4,,665,891,13,18.58,180,4.28,115,8.3,0.49,72,,,,39,9,,86,,18,,,,,11.58,,,,,,,,48.38,92.2,10.4,39.94,7.65,1.81,4.63,0.65,3.69,0.68,1.74,0.24,1.39,0.22,5.64,0.56
J0397,Ghost,Wijinnedi Lake,Monzogranite,Ghost,Yamashita et al 1999,2598,,17.79,93.59,0.1149,0.511275,0.00009,0.6,2900,,,,,,,586175,7075593,11,586175,,63.79716667,-115.2506667,63,47.83,,115,15.04,,63 47.83 ,115 15.04 ,71.18,0.473,14.21,,3.67,,,0.048,1.02,1.09,2.05,6.11,0.153,,,,,,,,,139.9,1.1,,155,713,11,44.28,224,5.69,30,11.2,0.46,22,,,,16,10,,51,,19,,,,,20.08,,,,,,,,65.61,129.54,14.63,54.46,10.68,1.31,6.93,1.12,7.55,1.7,5,0.66,3.59,0.51,25.56,0.77
J0398,Ghost,Wijinnedi Lake,Granitoid gneiss,Ghost,Yamashita et al 1999,2605,,3.74,26.18,0.0864,0.510787,0.00008,1,2800,,,,,,,586092,7077727,11,586092,,63.81633333,-115.2511667,63,48.98,,115,15.07,,63 48.98 ,115 15.07 ,74.37,0.237,13.9,,2.07,,,0.022,0.46,2.88,4.42,1.57,0.074,,,,,,,,,29,0.2,,251,410,0,2.88,219,6.12,19,2.7,0.04,12,,,,14,16,,42,,17,,,,,12.28,,,,,,,,43.99,70.8,6.76,22.85,3.68,0.84,1.65,0.16,0.69,0.1,0.22,0.04,0.26,0.05,10.61,0.53
J0400,Ghost,Wijinnedi Lake,Monzogranite,Ghost,Yamashita et al 1999,2593,,11.64,107.2,0.0656,0.510456,0.00011,1.1,2800,,,,,,,585920,7079506,11,585920,,63.83233333,-115.2536667,63,49.94,,115,15.22,,63 49.94 ,115 15.22 ,72.7,0.412,13.9,,1.97,,,0.016,0.5,0.94,2.74,6.74,0.092,,,,,,,,,174.1,0.8,,108,608,1,17.57,274,7.82,17,9.9,0.3,7,,,,9,3,,45,,16,,,,,35.97,,,,,,,,84.44,187.11,21.72,83.51,18.15,0.64,9.07,1.08,4.84,0.69,1.26,0.14,0.76,0.11,72.85,2.13
K022-88,Yamba,,,Yamba/undivided,Bill Davis email ,,,,,,,,,,,,,,,,462705,7228258,12,1462705,,65.17557955,-111.7961203,,,,,,,,,75.19,0.08,13.62,,0.84,,,0.01,0.41,0.52,2.6,6.63,0.09,,,,,,,,,137,,,268,1238,,37,98,,15,5.6,,,,,,,,,,,14,,,,,,,,,,,,,126.25,275.21,31.63,113.03,22.83,1.39,19.03,17.74,2.24,9.66,1.33,2.49,0.82,0.12,119.79,
K028A-87,Yamba,,,Yamba/undivided,Bill Davis email ,,,,,,,,,,,,,,,,460021,7260359,12,1460021,,65.46325583,-111.8627825,,,,,,,,,78.32,0.04,12.3,,0.26,,,0.01,0.07,0.12,3.33,5.55,,,,,,,,,5.9,175,3,,67,299,,21,23,,,6.8,,,,,,,,,,,12,,,,,20,,,,,,,,6.54,13.96,1.61,6.05,1.42,0.22,1.6,0.32,2.2,0.49,1.39,0.22,1.57,0.23,8.46,3.56
K028B-87,Yamba,,,Yamba/undivided,Bill Davis email ,,,,,,,,,,,,,,,,460021,7260359,12,1460021,,65.46325583,-111.8627825,,,,,,,,,74.05,0.16,14.44,,1.22,,,0.02,0.33,0.65,3.47,5.63,0.03,,,,,,,,25.9,194,4.8,,91,654,3,25,128,,,11.7,,,,,,,,,31,,17,,,,,39,,,,,,,,40.52,82.88,9,31.9,6.48,0.31,5.22,0.69,3.44,0.62,1.62,0.22,1.49,0.21,41.19,15.19
K069-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,471900,7238500,12,1471900,,65.26725263,-111.6019036,,,,,,,,,63.41,0.53,16.54,,4.39,,,0.07,3.06,3.84,4.74,3.03,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.66,131.04,15.3,58.64,9.17,2.17,6.13,0.8,3.84,0.71,1.67,0.22,1.55,0.22,14.39,
K079-89,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,566800,7219000,12,1566800,,65.08674849,-109.578764,,,,,,,,,64.86,0.72,16.11,,5.22,,,0.09,2.76,4.54,3.95,1.89,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
